OBJECTID,COUNTYFP10,BLKGRPCE10,GEOID10,NAMELSAD10,POPULATION,HOUSING_UN,NAME10
341,003,2,100030166022,Block Group 2,3676,1175,166.02
342,003,1,100030166021,Block Group 1,2780,1000,166.02
343,003,3,100030127003,Block Group 3,969,394,127
344,003,2,100030127002,Block Group 2,607,260,127
345,005,1,100050508011,Block Group 1,1552,682,508.01
346,005,2,100050508012,Block Group 2,2017,1006,508.01
347,005,1,100050503021,Block Group 1,2946,1165,503.02
348,005,2,100050503022,Block Group 2,2049,717,503.02
349,005,2,100050505012,Block Group 2,2270,898,505.01
350,003,3,100030149033,Block Group 3,768,295,149.03
351,005,1,100050505011,Block Group 1,1232,502,505.01
352,003,1,100030149031,Block Group 1,2340,816,149.03
353,003,4,100030149034,Block Group 4,3245,990,149.03
354,003,2,100030149032,Block Group 2,780,276,149.03
355,003,2,100030149042,Block Group 2,2684,1080,149.04
356,003,1,100030149041,Block Group 1,2291,1105,149.04
357,003,1,100030159001,Block Group 1,1202,461,159
358,003,3,100030159003,Block Group 3,1247,472,159
359,003,2,100030159002,Block Group 2,870,323,159
360,003,1,100030169011,Block Group 1,1110,435,169.01
361,003,2,100030169012,Block Group 2,1125,428,169.01
405,003,1,100030127001,Block Group 1,1598,758,127
406,003,5,100030127005,Block Group 5,583,246,127
407,003,4,100030127004,Block Group 4,664,296,127
408,003,2,100030123002,Block Group 2,1206,552,123
409,003,1,100030123001,Block Group 1,1405,655,123
410,003,3,100030016003,Block Group 3,821,333,16
411,003,1,100030016001,Block Group 1,903,476,16
412,003,2,100030016002,Block Group 2,663,353,16
413,003,1,100030015001,Block Group 1,776,519,15
432,003,1,100030147021,Block Group 1,1927,725,147.02
433,003,2,100030145022,Block Group 2,3617,366,145.02
434,003,1,100030145021,Block Group 1,2822,1061,145.02
435,003,1,100030144041,Block Group 1,2565,1150,144.04
436,003,2,100030144042,Block Group 2,908,368,144.04
414,003,2,100030015002,Block Group 2,1527,683,15
415,003,2,100030014002,Block Group 2,1358,590,14
416,003,1,100030014001,Block Group 1,794,460,14
417,003,1,100030013001,Block Group 1,1062,640,13
418,003,2,100030013002,Block Group 2,672,298,13
419,003,4,100030013004,Block Group 4,1024,593,13
420,003,3,100030013003,Block Group 3,710,321,13
421,003,2,100030012002,Block Group 2,809,504,12
422,003,1,100030012001,Block Group 1,720,360,12
